year,month,jenis,kode_trayek,trayek,jumlah_penumpang,halte_awal,halte_tujuan,latitude_awal,longitude_awal,latitude_tujuan,longitude_tujuan
2021,5,BRT,9,Pinang Ranti - Pluit,663201,Pinang Ranti,Pluit,106.886338,-6.291075,106.790371,-6.115795
2021,5,BRT,8,Lebak Bulus - Harmoni,480392,Lebak Bulus,Harmoni,106.774151,-6.289413,106.81992,-6.162687
2021,5,BRT,7,Kampung Rambutan - Kampung Melayu,416381,Kampung Rambutan,Kampung Melayu,106.882155,-6.309885,106.866821,-6.224673
2021,5,BRT,6,Ragunan - Dukuh Atas 2,351285,Ragunan,Dukuh Atas 2,106.819485,-6.305769,-6.2043967,106.8234017
2021,5,BRT,5,Kampung Melayu - Ancol,469390,Kampung Melayu,Ancol,106.866821,-6.224673,106.830391,-6.127563
2021,5,BRT,4,Pulo Gadung 2 - Tosari,269533,Pulo Gadung 2,Tosari,-6.1756863,106.8778562,106.823092,-6.196892
2021,5,BRT,3,Kalideres - Pasar Baru,496285,Kalideres,Pasar Baru,106.705503,-6.154412,106.834834,-6.166129
2021,5,BRT,2,Pulo Gadung 1 - Harmoni,358525,Pulo Gadung 1,Harmoni,-6.2091654,106.897783,106.81992,-6.162687
2021,5,BRT,13,Ciledug - Tendean,323662,Ciledug,Tendean,-6.22,106.75,-6.229,106.812
2021,5,BRT,12,Penjaringan - Sunter Bouleverd Barat,138371,Penjaringan,Sunter Bouleverd Barat,106.792026,-6.126306,-6.14281,106.89075
2021,5,BRT,11,Pulo Gebang - Kampung Melayu,154256,Pulo Gebang,Kampung Melayu,106.952651,-6.212697,106.866821,-6.224673
2021,5,BRT,10,Tanjung Priok - PGC 2,396760,Tanjung Priok,PGC 2,106.88214,-6.10959,-6.2624252,106.8664105
2021,5,BRT,1,Blok M - Kota,937452,Blok M,Kota,106.801751,-6.243312,106.814904,-6.13679
2021,5,Angkutan Umum Integrasi,9H,Cipedak - Blok M,10968,Cipedak,Blok M,-6.3544097,106.8023899,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,10808,Kebayoran Lama,Jelambar,106.777515,-6.23834,106.786505,-6.166548
2021,5,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,72275,Pasar Minggu,Tanah Abang,-6.2825,106.82,-6.184,106.8225
2021,5,Angkutan Umum Integrasi,8K,Batu Sari - Tanah Abang,6416,Batu Sari,Tanah Abang,-6.1785,106.825,-6.184,106.8225
2021,5,Angkutan Umum Integrasi,8E,Bintaro - Blok M,18780,Bintaro,Blok M,-6.2713928,106.7608618,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,8D,Joglo - Blok M,27926,Joglo,Blok M,-6.219017,106.7383023,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,17630,Kebayoran Lama,Tanah Abang,106.777515,-6.23834,-6.184,106.8225
2021,5,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,22375,Pondok Kelapa,BKN,-6.207,106.902,-6.209,106.83
2021,5,Angkutan Umum Integrasi,7D,Pancoran - TMII,22748,Pancoran,TMII,-6.2385,106.846,-6.3025,106.895
2021,5,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,74042,Kampung Rambutan,Blok M,106.882155,-6.309885,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,59239,Kampung Rambutan,Lebak Bulus,106.882155,-6.309885,106.774151,-6.289413
2021,5,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,1955,Ragunan,Stasiun MRT Fatmawati,106.819485,-6.305769,-6.2924669,106.7924543
2021,5,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,23488,Ragunan,Blok M,106.819485,-6.305769,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok M,19834,Stasiun Manggarai,Blok M,-6.224,106.8485,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,14432,Senen,Lebak Bulus,-6.1775,106.848,106.774151,-6.289413
2021,5,Angkutan Umum Integrasi,6F,Stasiun Manggarai - Ragunan,377,Stasiun Manggarai,Ragunan,-6.224,106.8485,106.819485,-6.305769
2021,5,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,71930,Stasiun Tebet,Karet,106.858139,-6.225503,106.820031,-6.212457
2021,5,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,72543,Kampung Melayu,Tanah Abang,106.866821,-6.224673,-6.184,106.8225
2021,5,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,16819,Kampung Melayu,Tanah Abang,106.866821,-6.224673,-6.184,106.8225
2021,5,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6123,Stasiun Tebet,Bidara Cina,106.858139,-6.225503,106.867208,-6.229724
2021,5,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,30816,Pinang Ranti,Pulo Gadung,106.886338,-6.291075,106.90885,-6.183325
2021,5,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,31316,Stasiun Manggarai,UI,-6.224,106.8485,-6.3477829,106.8312304
2021,5,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,22119,Sentraland Cengkareng,Puri Kembangan,-6.128,106.743,-6.171,106.746
2021,5,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,25213,Senen,Tanah Abang,-6.1775,106.848,-6.184,106.8225
2021,5,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,25213,Rempoa,Blok M,-6.2778768,106.7610741,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,5854,Senen,Bundaran Senayan,-6.1775,106.848,106.800939,-6.227869
2021,5,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,6932,Tanah Abang,Blok M,-6.184,106.8225,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,1M,Meruya - Blok M,23297,Meruya,Blok M,-6.178,106.737,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,30212,Tanah Abang,Stasiun Gondangdia,-6.184,106.8225,-6.1855,106.8275
2021,5,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6395,Stasiun Palmerah,Bundaran Senayan,-6.2071372,106.7975907,106.800939,-6.227869
2021,5,Angkutan Umum Integrasi,1E,Pondok Labu - Blok M,60908,Pondok Labu,Blok M,-6.3091437,106.7979382,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16327,Pesanggrahan,Blok M,-6.2554579,106.763112,106.801751,-6.243312
2021,5,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,18874,Stasiun Palmerah,Tosari,-6.2071372,106.7975907,106.823092,-6.196892
2021,5,Angkutan Umum Integrasi,1A ,PIK - Balai Kota,62524,PIK,Balai Kota,-6.1089154,106.7392466,106.826456,-6.180488
2021,5,Angkutan Umum Integrasi,12B,Pluit - Senen,9408,Pluit,Senen,106.790371,-6.115795,-6.1775,106.848
2021,5,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,8906,Kampung Melayu,Pulo Gebang,106.866821,-6.224673,106.952651,-6.212697
2021,5,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,51102,Pulo Gebang,Pulo Gadung 2,106.952651,-6.212697,-6.1756863,106.8778562
2021,5,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman BMW,31667,Tanjung Priok,Senen,106.88214,-6.10959,-6.1775,106.848
2021,5,Angkutan Umum Integrasi,GR2,Tanah Abang Explorer,3945,Tanah Abang Explorer,Tanah Abang Explorer,-6.1843173,106.8115851,-6.1843173,106.8115851
2021,5,Angkutan Umum Integrasi,GR3,Ragunan - Departemen Pertanian,1386,Ragunan,Departemen Pertanian,106.819485,-6.305769,-6.29024,106.83035
2021,5,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,17,Taman Kota Intan,Museum Bahari,-6.128,106.838,-6.1345,106.8136
2021,5,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,24,Kota Tua Explorer,Kota Tua Explorer,-6.1385,106.8139,-6.1385,106.8139
